#mT Tbq_01 Tbq_02 Tbq_03
947.0 0.409665 0.392015 0.375955
947.5 0.40876250000000003 0.39113749999999997 0.37508749999999996
948.0 0.40786 0.39026 0.37422
948.5 0.4069575 0.38938249999999996 0.3733525
949.0 0.406055 0.388505 0.37248499999999996
949.5 0.4051525 0.38762749999999996 0.3716175
950.0 0.40425 0.38675 0.37074999999999997
950.5 0.4033475 0.3858725 0.36988249999999995
951.0 0.402445 0.384995 0.369015
951.5 0.4015425 0.3841175 0.36814749999999996
952.0 0.40064 0.38323999999999997 0.36728
952.5 0.3997375 0.3823625 0.3664125
953.0 0.398835 0.38148499999999996 0.36554499999999995
953.5 0.3979325 0.3806075 0.3646775
954.0 0.39703 0.37972999999999996 0.36380999999999997
954.5 0.3961275 0.3788525 0.36294249999999995
955.0 0.395225 0.377975 0.362075
955.5 0.3943225 0.3770975 0.36120749999999996
956.0 0.39342 0.37622 0.36034
956.5 0.3925175 0.37534249999999997 0.3594725
957.0 0.391615 0.374465 0.35860499999999995
957.5 0.3907125 0.37358749999999996 0.3577375
958.0 0.38981 0.37271 0.35686999999999997
958.5 0.3889075 0.37183249999999995 0.35600249999999994
959.0 0.388005 0.370955 0.355135
959.5 0.3871025 0.3700775 0.35426749999999996
960.0 0.3862 0.3692 0.3534
960.5 0.3852975 0.3683225 0.35253249999999997
961.0 0.38439500000000004 0.36744499999999997 0.35166499999999995
961.5 0.3834925 0.3665675 0.3507975
962.0 0.38259000000000004 0.36568999999999996 0.34992999999999996
962.5 0.3816875 0.3648125 0.3490625
963.0 0.38078500000000004 0.36393499999999995 0.348195
963.5 0.3798825 0.3630575 0.34732749999999996
964.0 0.37898000000000004 0.36218 0.34646
964.5 0.3780775 0.36130249999999997 0.34559249999999997
965.0 0.37717500000000004 0.360425 0.34472499999999995
965.5 0.3762725 0.35954749999999996 0.3438575
966.0 0.37537000000000004 0.35867 0.34298999999999996
966.5 0.3744675 0.35779249999999996 0.3421225
967.0 0.37356500000000004 0.356915 0.341255
967.5 0.3726625 0.35603749999999995 0.34038749999999995
968.0 0.37176000000000003 0.35516 0.33952
968.5 0.3708575 0.3542825 0.33865249999999997
969.0 0.36995500000000003 0.35340499999999997 0.33778499999999995
969.5 0.3690525 0.3525275 0.3369175
970.0 0.36815000000000003 0.35164999999999996 0.33604999999999996
970.5 0.3672475 0.3507725 0.3351825
971.0 0.36634500000000003 0.34989499999999996 0.334315
971.5 0.3654425 0.3490175 0.33344749999999995
972.0 0.36454000000000003 0.34813999999999995 0.33258
972.5 0.3636375 0.3472625 0.33171249999999997
973.0 0.36273500000000003 0.346385 0.33084499999999994
973.5 0.3618325 0.34550749999999997 0.3299775
974.0 0.36093000000000003 0.34463 0.32910999999999996
974.5 0.3600275 0.34375249999999996 0.3282425
975.0 0.359125 0.342875 0.32737499999999997
975.5 0.3582225 0.34199749999999995 0.32650749999999995
976.0 0.35732 0.34112 0.32564
976.5 0.3564175 0.34024249999999995 0.32477249999999996
977.0 0.355515 0.33936499999999997 0.32390499999999994
977.5 0.3546125 0.3384875 0.3230375
978.0 0.35371 0.33760999999999997 0.32216999999999996
978.5 0.3528075 0.3367325 0.3213025
979.0 0.351905 0.33585499999999996 0.32043499999999997
979.5 0.3510025 0.3349775 0.31956749999999995
980.0 0.3501 0.33409999999999995 0.3187
980.5 0.3491975 0.3332225 0.31783249999999996
981.0 0.348295 0.332345 0.31696499999999994
