#mT Tbq_005 Tbq_01 Tbq_02 Tbq_03
816.0 0.193412 0.38683999999999996 0.74688 1.0868
816.5 0.1930655 0.3861475 0.7455325 1.084825
817.0 0.192719 0.385455 0.744185 1.0828499999999999
817.5 0.1923725 0.3847625 0.7428375 1.0808749999999998
818.0 0.192026 0.38406999999999997 0.74149 1.0789
818.5 0.1916795 0.3833775 0.7401425 1.076925
819.0 0.191333 0.382685 0.738795 1.0749499999999999
819.5 0.1909865 0.38199249999999996 0.7374475 1.072975
820.0 0.19064 0.3813 0.7361 1.071
820.5 0.1902935 0.3806075 0.7347525 1.069025
821.0 0.189947 0.379915 0.733405 1.0670499999999998
821.5 0.1896005 0.37922249999999996 0.7320575 1.065075
822.0 0.189254 0.37853 0.73071 1.0631
822.5 0.1889075 0.3778375 0.7293625 1.0611249999999999
823.0 0.18856099999999998 0.377145 0.728015 1.0591499999999998
823.5 0.1882145 0.37645249999999997 0.7266675 1.057175
824.0 0.18786799999999998 0.37576 0.72532 1.0552
824.5 0.1875215 0.3750675 0.7239725 1.0532249999999999
825.0 0.18717499999999998 0.374375 0.7226250000000001 1.05125
825.5 0.1868285 0.3736825 0.7212775 1.049275
